genre,title,artist,lyrics
hip-hop,Swimming Pools (Drank) (extended version),Kendrick Lamar,"Pour up (Drank) Headshot (Drank) Sit down (Drank) Stand up (Drank) Pass out (Drank) Wake up (Drank) Faded (Drank) Faded (Drank)  Now, I done grew up 'round some people Livin' their life in bottles Granddaddy had the golden flask Backstroke every day in Chicago Some people like the way it feel Some people wanna kill their sorrow Some people wanna fit in with the popular That was my problem I was in a dark room, loud tunes Lookin' to make a vow soon That ""I'ma get fucked up"" Fillin' up my cup, I see the crowd mood Changin' by the minute And the record on repeat Took a sip, then another sip Then somebody said to me  ""Nigga, why you babysittin' only two or three shots? I'ma show you how to turn it up a notch"" First, you get a swimming pool full of liquor, then you dive in it Pool full of liquor, then you dive in it Then, I wave a few bottles, then I watch 'em all flock All the girls wanna play Baywatch I got a swimming pool full of liquor and they dive in it Po-Pool full of liquor, I'ma dive in it  Pour up (Drank) Headshot (Drank) Sit down (Drank) Stand up (Drank) Pass out (Drank) Wake up (Drank) Faded (Drank) Faded (Drank)  Okay, now open your mind up and listen me, Kendrick I am your conscience, if you do not hear me then you will be history, Kendrick I know that you're nauseous right now and I'm hopin' to lead you to victory, Kendrick If I take another one down, I'ma drown in some poison, abusin' my limit I think that I'm feelin' the vibe, I see the love in her eyes I see the feelin', the freedom is granted as soon as the damage of vodka arrived This how you capitalize, this is parental advised, and apparently, I'm over-influenced By what you are doin', I thought I was doin' the most 'til someone said to me  ""Nigga, why you babysittin' only two or three shots? I'ma show you how to turn it up a notch"" First, you get a swimming pool full of liquor, then you dive in it Pool full of liquor, then you dive in it And I wave a few bottles, then I watch 'em all flock All the girls wanna play Baywatch I got a swimming pool full of liquor and they dive in it Po-Pool full of liquor, I'ma dive in it  Pour up (Drank) Head shot (Drank) Sit down (Drank) Stand up (Drank) Pass out (Drank) Wake up (Drank) Faded (Drank) Faded (Drank)  I ride, you ride, bang One chopper, one hundred shots, bang Hop out, do you bang? Two chopper, two hundred shots, bang I ride, you ride, bang One chopper, one hundred shots, bang Hop out, do you bang? Two chopper, two hundred shots, bang  Nigga, why you babysittin' only two or three shots? I'ma show you how to turn it up a notch First, you get a swimming pool full of liquor, then you dive in it Pool full of liquor, then you dive in it I wave a few bottles, then I watch 'em all flock All the girls wanna play Baywatch I got a swimming pool full of liquor and they dive in it Po-Pool full of liquor, I'ma dive in it  Pour up (Drank) Head shot (Drank) Sit down (Drank) Stand up (Drank) Pass out (Drank) Wake up (Drank) Faded (Drank) Faded (Drank)  Sherane Sherane (Pool full of—, Kendrick, Kendrick, lies in it, in, in, in) Sherane, Sherane (W-watch 'em all flock) Aw man Sherane (Girls wanna play-play-play) Where is she takin' me? (I got) Where is she takin' me? (Pool full of liquor, I'ma die in it)  All I—, all I—, all I— All I have in life is my new appetite for failure And I got hunger pain that grow insane, tell me, do that sound familiar? If it do, then you're like me, makin' excuse that your relief Is in the bottom of a bottle and the greenest indo leaf As the window open I release everything that corrode inside of me I see you jokin', why you laugh? Don't you feel bad? I prob'ly sleep And never ever wake up, never ever wake up, never ever wake up In God I trust, but just when I thought I had enough  ""They stomped the homie out over a bitch? K-Dot, you good, blood? Now we can drop, yeah, we can drop you back off"" ""That nigga's straight, man, that nigga ain't trippin'"" ""We gon' do the same ol' shit I'ma pop a few shots, they gon' ru—, they gon' run the opposite way Fall right in ****'s lap And he gon' tear they ass up, simple as that"" ""And I hope that bitch that set him up, out there We gon' pop that bitch too"" ""Wait hold up, ayy, I see some of 'em"" ""Aha! Got them niggas, K-Dot, you good?"" ""L****, you good?"" ""Yeah, blood, I'm good – D******, you good? D*****? D*****? Say somethin' – D*****? These bitch-ass niggas killed my brother!"""
hip-hop,Marvins Room,Drake,"Hello? Yeah, I just walked in Yeah, I'm good, you still working? Tonight, right now? Did I go out? Yeah, I went out, I went I went to a couple of clubs I never went to bed, shit Wine or water? Did you say something about a cold drink? I don't know I'm delirious  Cups of the rosé Bitches in my old phone I should call one and go home I've been in this club too long The woman that I would try Is happy with a good guy But I've been drinkin' so much That I'ma call her anyway and say  Fuck that nigga that you love so bad I know you still think about the times we had I say fuck that nigga that you think you found And since you pick up, I know he's not around, oh, oh [Post-Chorus: Drake &  Ericka Lee ] Are you drunk right now? I'm just sayin' you could do better Tell me, have you heard that lately? I'm just sayin' you could do better And I'll start hatin' only if you make me  Uh, cups of the XO All my people been here I see all of her friends here Guess she don't have the time to kick it no more Flight's in the morning What you doin' that's so important? I've been drinkin' so much That I'ma call you anyway and say  Fuck that nigga that you love so bad I know you still think about the times we had I say fuck that nigga that you think you found And since you pick up, I know he's not around [Post-Chorus: Drake &  Ericka Lee ] Are you drunk right now? I'm just sayin' you could do better Tell me, have you heard that lately? I'm just sayin' you could do better And I'll start hatin' only if you make me  I think I'm addicted to naked pictures And sittin' talkin' 'bout bitches that we almost had I don't think I'm conscious of makin' monsters Outta the women I sponsor 'til it all goes bad But, shit, it's all good We threw a party, yeah, we threw a party Bitches came over, yeah, we threw a party I was just callin' 'cause they were just leavin' Talk to me, please, don't have much to believe in I need you right now, are you down to listen to me? Too many drinks have been given to me I got some women that's livin' off me Paid for their flights and hotels, I'm ashamed Bet that you know them, I won't say no names After a while, girl, they all seem the same I've had sex four times this week, I'll explain Havin' a hard time adjustin' to fame Sprite in there mixed up I've been talkin' crazy, girl, I'm lucky that you picked up Lucky that you stayed on I need someone to put this weight on Fuck, I'm sorry [Post-Chorus: Drake &  Ericka Lee ] Are you drunk right now? I'm just sayin' you could do better Tell me, have you heard that lately? I'm just sayin' you could do better And I'll start hatin' only if you make me  You not gon' come? I guess I'm 'bout to just kick it here then  Just throw up while I hold your hair back Her white friend said, ""You niggas crazy,"" I hope no one heard that Yeah, I hope no one heard that 'Cause if they did, we gon' be in some trouble, yeah If they did, we gon' be in some trouble, trouble, oh"
hip-hop,HUMBLE.,Kendrick Lamar,"Nobody pray for me It been that day for me Way (Yeah, yeah)  Ayy, I remember syrup sandwiches and crime allowances Finesse a nigga with some counterfeits, but now I'm countin’ this Parmesan where my accountant lives, in fact, I'm downin' this D’ussé with my boo bae, tastes like Kool-Aid for the analysts Girl, I can buy your ass the world with my paystub Ooh, that pussy good, won't you sit it on my taste bloods? I get way too petty once you let me do the extras Pull up on your block, then break it down, we playin' Tetris A.m. to the p.m., p.m. to the a.m., funk Piss out your per diem, you just gotta hate 'em, funk If I quit your BM, I still ride Mercedes, funk If I quit this season, I still be the greatest, funk My left stroke just went viral Right stroke put lil' baby in a spiral Soprano C, we like to keep it on a high note It's levels to it, you and I know  Bitch, be humble (Hold up, bitch) Sit down (Hold up, lil'— hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil’— sit down, lil’ bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil’ bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up) Be humble (Hold up, hold up, hold up, hold up, lil'—) Sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil'— sit down, lil’ bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up)  Who that nigga thinkin' that he frontin' on Man-Man? (Man-Man) Get the fuck off my stage, I'm the Sandman (Sandman) Get the fuck off my dick, that ain't right I make a play fucking up your whole life I'm so fuckin' sick and tired of the Photoshop Show me somethin' natural like afro on Richard Pryor Show me somethin' natural like ass with some stretch marks Still'll take you down right on your mama couch in Polo socks Ayy, this shit way too crazy, ayy, you do not amaze me, ayy I blew cool from AC, ayy, Obama just paged me, ayy I don't fabricate it, ayy, most of y'all be fakin', ayy I stay modest 'bout it, ayy, she elaborate it, ayy This that Grey Poupon, that Evian, that TED Talk, ayy Watch my soul speak, you let the meds talk, ayy If I kill a nigga, it won't be the alcohol, ayy I'm the realest nigga after all  Bitch, be humble (Hold up, bitch) Sit down (Hold up, lil'— hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil'— sit down, lil' bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up) Be humble (Hold up, hold up, hold up, hold up, lil'—) Sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil'— sit down, lil' bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up)"
hip-hop,212 (feat. Lazy Jay),Azealia Banks,"I am the it girl (I am the it girl) I am the shit, girl (I am the shit, girl) I got the whole world (I got the whole world) Between my hips, girl  Sign on the line for me Baby, smile, but don't show your teeth Say goodbye to autonomy Now your body belongs to me Put me on the pedestal, watch me dance Dance to the beat till I can't stand Stand up face-first to the man, man Na-na-na-na-na Kitty got fangs and kitty got claws Clause in the contract, contract gone Gone is the girl that you could con, con Na-na-na-na-na  I'm not your thing I'm not your baby doll No puppet on a string This bitch can't be controlled I'm not, I'm not, I'm not your thing Can't buy me at the store Cut off your power trip Remove your filthy paws, your filthy paws  Ima ruin you cunt Ima ruin you cunt (You're filthy) Ima ruin you cunt You're filthy  A-yo, A-yo I heard you ridin' with the same tall, tall tale Tellin' em you made some Sayin' you grindin' but you ain't goin' nowhere Why you procrastinate girl? You got a lot (You're filthy), but you just waste all yours and (You're filthy) They'll forget your name soon And won't nobody (You're filthy) be to blame but yourself, yeah  What you gon' do when I appear? W-W-when I premiere? Bitch, the end of your lives are near This shit been mine, mine! What you gon' do when I appear? W-W-when I premiere? Bitch the end of your lives are near This shit been mine, mine! (Si-si-si-sick)  I am the it girl (I am the it girl) I am the shit, girl (I am the shit, girl) I got the whole world (I got the whole world) Between my hips, girl (Mine, mine) I am the it girl (I am the it girl) I am the shit, girl (I am the shit, girl)  What you gon' do when I appear? (Ima ruin you cunt) W-W-when I premiere? (Ima ruin you cunt) Bitch, the end of your lives are near This shit been mine, mine (You're filthy) What you gon' do when I appear? W-W-when I premiere? Bitch, the end of your lives are near This shit been mine, mine (Si-si-si-sick) (Ah, ah)"
hip-hop,Do for Love,2Pac,"Turn it up loud Hahaha, ahahaha, hey, man You a little sucker for love, Pac! Word up, hahahahaha (A sucker for love)  I should've seen you was trouble right from the start, taught me so many lessons How not to mess with broken hearts, so many questions When this began, we was the perfect match, perhaps We had some problems, but we workin' at it, and now The arguments are gettin' loud, I wanna stay But I can't help from walkin' out, just throw it away Just take my hand and understand if you could see I never planned to be your man, it just wasn't me But now I'm searchin' for commitment, in other arms I wanna shelter you from harm, don't be alarmed Your attitude was the cause, you got me stressin' Soon as I opened up the door with your jealous questions Like, where can I be? You're killin' me with your jealousy Now my ambition's to be free I can't breathe, 'cause soon as I leave, it's like a trap I hear you callin' me to come back, I'm a sucker for love [Chorus: Eric Williams &  2Pac ] What you won't do, do for love? ( That's right, sucker for love ) You tried everything, but you don't give up ( Sucker for love ) What you won't do, do for love? You tried everything, but you don't give up  Just when I thought I broke away and I'm feelin' happy You tried to trap me, said you're pregnant and guess who the daddy? Don't wanna fall for it, but in this case what could I do? So now I'm back, to makin' promises to you, tryna keep it true What if I'm wrong? A trick to keep me holdin' on Tryna be strong and in the process, keep it goin' I'm 'bout to lose my composure, I'm gettin' close To packin' up and leavin' notes, and gettin' ghost Tell me who knows a peaceful place where I can go To clear my head, I'm feelin' low, losin' control My heart is sayin', ""Leave!"" Oh, what a tangled web we weave When we conspire to conceive, and now You gettin' calls at the house, guess you cheatin' That's all I need to hear, 'cause I'm leavin', I'm out the door Never no more you will see me, this is the end 'Cause now I know you've been cheatin', I'm a sucker for love [Chorus: Eric Williams &  2Pac ] What you won't do, do for love? ( Sucker for love ) You tried everything, but you don't give up (Don't,  sucker for love ) What you won't do, do for love? (Oh, yeah,  sucker for love ) You tried everything, but you don't give up (Oh, baby)  Now he left you with scars, tears on your pillow and you still stay As you sit and pray, hopin' the beatings'll go away It wasn't always a hit-and-run relationship It used to be love, happiness and companionship Remember when I treated you good I moved you up to the hills, out the ills of the ghetto hood Me and you, a happy home, when it was on I had a love to call my own I should've seen you was trouble but I was lost, trapped in your eyes Preoccupied with gettin' tossed, no need to lie You had a man and I knew it, you told me Don't worry 'bout it, we can do it now, I'm under pressure (Yeah) Make a decision 'cause I'm waitin', when I'm alone I'm on the phone havin' secret conversations, huh I wanna take your misery Replace it with happiness but I need your faith in me, I'm a sucker for love [Chorus: Eric Williams &  2Pac ] What you won't do, do for love? (What you won't do for love,  sucker for love ) You tried everything, but you don't give up ( That ain't right, I'm a sucker for love ) What you won't do, do for love? You tried everything, but you don't give up (No)  What you won't do, do for love? (Sucker for love) You tried everything, but you don't give up (Sucker for love) What you won't do, do for love? (Sucker for love) You tried everything, but you don't give up (Sucker for love) What you won't do? (Do for love) You tried everything, but you don't give up What you won't do? (Do for love) You tried everything, but you don't give up Do for love, yeah, baby, yeah Do for love"
hip-hop,A.D.H.D,Kendrick Lamar,"Uh-uh, fuck that  Eight doobies to the face, fuck that Twelve bottles in the case, nigga, fuck that Two pills and a half-weight, nigga, fuck that Got a high tolerance when your age don't exist  Man, I swear my nigga trippin' off that shit again Pick him up, then I set him in cold water Then I order someone to bring him Vicodin Hope that take the pain away From the feelin' that he feel today You know when you part of Section.80 You feel like no one can relate 'Cause you are, you are, a loner, loner Marijuana endorphins make you stronger, stronger I'm in the house party trippin' off My generation sippin' cough syrup like it's water Never no pancakes in the kitchen Man, not one of our lives is caught up In the daily superstition that the world is 'bout to end Who gives a fuck? We never do listen 'Less it comes with an 808 (A melody and some hoes) PlayStation and some drank (Technology bought my soul) Lookin' around and all I see is a big crowd that's product of me And they probably relatives relevant for a rebel's dream Yep, her president is Black, she Black too Purple Label on her back, but that tab is light blue She take it straight to the head, then she look at me She got ADHD  Eight doobies to the face, fuck that Twelve bottles in the case, nigga, fuck that Two pills and a half-weight, nigga, fuck that Got a high tolerance when your age don't exist  Like woah-woah, woah, woah-woah, woah (Don't got a limit, just give me some more with it) Woah-woah, woah, woah-woah, woah (Don't got a limit, just give me some more with it) (They always told me ADHD did it) Woah, woah-woah  And then she started And then she started feelin' herself like no one else in this apartment ""Beg your pardon? Oh, I rap, baby, how old are you?"" She say twenty-two, I say twenty-three, ""Okay, then we are crack babies,"" damn ""Why you say that?"" She said, ""Where my drink at?"" ""I'ma tell you later, just tell your neighbors and the police relax"" I stood up, shut the blind, closed the screen, Jumbotron Made to the back where she reside, then she said, ""Read between the lines,"" yep Hope that I get close enough when the lights turn down And the fact that she just might open up when the Nuvo start to drown Her body, and I know the both of us really deep in the mood now It's nothin' we can do now, somebody walked in with a pound (Woah) Of that Bay Area kush, she looked at me, then looked At it, then she grabbed it, then she said, ""Get it understood"" ""You know why we crack babies? Because we born in the '80s The ADHD crazy""  Eight doobies to the face, fuck that Twelve bottles in the case, nigga, fuck that Two pills and a half-weight, nigga, fuck that Got a high tolerance when your age don't exist  Like woah-woah, woah, woah-woah, woah (Don't got a limit, just give me some more with it) Woah-woah, woah, woah-woah, woah (Don't got a limit, just give me some more with it) (They always told me ADHD did it) Woah, woah-woah  You can have all my shine, I'll give you the light Double cup, deuce, four, six, just mix it in Sprite Ecstasy, 'shrooms, blow, 'dro, hoes, whatever you like You can have all my shine, I'll give you the light"
hip-hop,Best I Ever Had,Drake,"You know, a lot of girls be Thinkin' my songs are about them This is not to get confused This one's for you  Baby, you my everything, you all I ever wanted We could do it real big, bigger than you ever done it You be up on everything, other hoes ain't never on it I want this forever, I swear I can spend whatever on it 'Cause she hold me down every time I hit her up When I get right, I promise that we gon' live it up She made me beg for it 'til she give it up And I say the same thing every single time I say, you the fuckin' best (Ayy), you the fuckin' best (Ayy) You the fuckin' best (Ayy), you the fuckin' best (Ayy) You the best I ever had (Ayy), best I ever had (Ayy) Best I ever had (Ayy), best I ever had I say, you the fuckin'  Know you got a roommate, call me when there's no one there Put the key under the mat and you know I be over there (Yup) I be over there, shawty, I be over there I be hittin' all the spots that you ain't even know was there And you don't even have to ask twice You could have my heart or we could share it like the last slice Always felt like you was so accustomed to the fast life Have a nigga thinkin' that he met you in a past life Sweatpants, hair tied, chillin' with no make-up on That's when you're the prettiest I hope that you don't take it wrong You don't even trip when friends say ""You ain't bringin' Drake along?"" You know that I'm workin', I'll be there soon as I make it home And she a patient in my waiting room Never pay attention to the rumors and what they assume And until them girls prove it I'm the one that never get confused with, 'cause  Baby, you my everything, you all I ever wanted We could do it real big, bigger than you ever done it You be up on everything, other hoes ain't never on it I want this forever, I swear I can spend whatever on it 'Cause she hold me down every time I hit her up When I get right, I promise that we gon' live it up She made me beg for it 'til she give it up And I say the same thing every single time I say, you the fuckin' best (Ayy), you the fuckin' best (Ayy) You the fuckin' best (Ayy), you the fuckin' best (Ayy) You the best I ever had (Ayy), best I ever had (Ayy) Best I ever had (Ayy), best I ever had I say, you the fuckin'  Sex, Love, Pain, baby, I be on that Tank shit Buzz so big I could probably sell a blank disc When my album drop, bitches'll buy it for the picture And niggas'll buy it too and claim they got it for they sister Magazine paper, girl, the money ain't the issue They bring dinner to my room and ask me to initial She call me the referee 'cause I be so official My shirt ain't got no stripes, but I can make your pussy whistle Like the Andy Griffith theme song And who told you to put them jeans on? Double cup love, you the one I lean on Feelin' for a fix, then you should really get your fiend on Yeah, just know my condo is the crack spot Every single show, she out there reppin' like a mascot Get it from the back and make your fuckin' bra strap pop All up in your slot 'til a nigga hit the jackpot, I'm saying  Baby, you my everything, you all I ever wanted We could do it real big, bigger than you ever done it You be up on everything, other hoes ain't never on it I want this forever, I swear I can spend whatever on it 'Cause she hold me down every time I hit her up When I get right, I promise that we gon' live it up She made me beg for it 'til she give it up And I say the same thing every single time I say, you the fuckin' best (Ayy), you the fuckin' best (Ayy) You the fuckin' best (Ayy), you the fuckin' best (Ayy) You the best I ever had (Ayy), best I ever had (Ayy) Best I ever had (Ayy), best I ever had I say, you the fuckin' best (Ayy), you the fuckin' best (Ayy) You the fuckin' best (Ayy), you the fuckin' best (Ayy) You the best I ever had (Ayy), best I ever had (Ayy) Best I ever had (Ayy), best I ever had  Uhh, ah yeah See, this the type of joint you gotta dedicate to somebody Just make sure they that special somebody Young Money, yeah, yeah You know who you are I got you"
hip-hop,Hotel Room Service,Pitbull,"DJ Jim Jonsin I want everybody to stop what they doin' Now if you know you're with somebody That you're gonna take the hotel room tonight Make some noise Meet me at the hotel room Meet me at the hotel room Meet me at the hotel room Meet me at the hotel room  Forget about your boyfriend And meet me at the hotel room You can bring your girlfriends And meet me at the hotel room Forget about your boyfriend And meet me at the hotel room You can bring your girlfriends And meet me at the hotel room  We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn  She like that freaky stuff Two in the ""o"", and one in the eye That kinky stuff, you nasty But I like your type And like T.I., it's whatever you like Bring your girls, just whatever the night Your man just left, I'm the plumber tonight I'll check yo pipes, oh, you the healthy type Well, here goes some egg whites  Now gimme that sweet That nasty, that Gucci stuff Let me tell you what we gon' do Two plus two, I'm gon' undress you Then we're gonna go three and three You gon' undress me Then we're gonna go four and four We gon' freak some more, but first  Forget about your boyfriend And meet me at the hotel room You can bring your girlfriends And meet me at the hotel room Forget about your boyfriend And meet me at the hotel room You can bring your girlfriends And meet me at the hotel room  We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn  Afterparty in hotel lobby Then we off to the room, like vroom Put them fingers in you mouth, or open up you blouse And pull that g-string down south Ooh, okay shawty, one's company Two's a crowd, and three's a party Your girl ain't with it, I got somebody And by nature, she's naughty  Now gimme that sweet That nasty, that Gucci stuff Let me tell you what we gon' do Two plus two, I'm gon' undress you Then we're gonna go three and three You gon' undress me Then we're gonna go four and four We gon' freak some more, but first  Forget about your boyfriend And meet me at the hotel room You can bring your girlfriends And meet me at the hotel room Forget about your boyfriend And meet me at the hotel room You can bring your girlfriends And meet me at the hotel room  We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn We at the hotel, motel, Holiday Inn  Mujeres (Ay-oh-ay-oh-ay) Jenny, oye que bola Mujeres (Ay-oh-ay-oh-ay) Yamile, oye que bola Mujeres (Ay-oh-ay-oh-ay) Roslin, oye que bola Mujeres (Ay-oh-ay-oh-ay) Zulema, oye que bola Mujeres (Ay-oh-ay-oh-ay) Cristina, oye que bola Mujeres (Ay-oh-ay-oh-ay) Carolina, oye que bola Mujeres (Ay-oh-ay-oh-ay) Sofia, oye que bola Mujeres (Ay-oh-ay-oh-ay) Estefany, oye que bola Dale, dale, dale..."
hip-hop,Feel Good Inc.,Gorillaz,"Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha Feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good (Change, change, change, change) Sha-ba, sha-ba, sha-ba-da-ba, feel good (Change, change, change, change) Sha-ba, sha-ba, sha-ba-da-ba, feel good  City's breaking down on a camel's back They just have to go, 'cause they don't know wack So all ya fill the streets, it's appealing to see You won't get undercounted 'cause you're damn-ass free You got a new horizon, it's ephemeral style A melancholy town where we never smile And all I wanna hear is the message beep My dreams, they gotta kiss because I don't get sleep, no *Beep *  Windmill, windmill for the land Turn forever, hand in hand Take it all in on your stride It is ticking, falling down Love forever, love is free Let's turn forever, you and me Windmill, windmill for the land Is everybody in?  Laughin' gas, these hazmats, fast cats Linin' 'em up like ass cracks Play these ponies at the track It's my chocolate attack Shit, I'm steppin' in the heart of this here (Yeah) Care Bear repping in harder this year (Yeah) Watch me as I gravitate, ha-ha-ha-ha-ha! Yo, we gon' ghost town this Motown With yo' sound, you in the blink Gon' bite the dust, can't fight with us With yo' sound, you kill the Inc So don't stop, get it, get it (Get it) Until you're cheddar headed And watch the way I navigate, ha-ha-ha-ha-ha (Ha! Ha-ha! Ha-ha! Ha-ha! Ha!) (Ha-ha-ha! Haa!) (Ha-ha-ha-ha-ha! Haa!) (Ha-ha-ha-ha-ha-ha-ha-ha! Haa!) (Ha-ha-ha-ha-ha-ha-ha-ha!)  Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good Sha-ba, sha-ba, sha-ba-da-ba, feel good   Windmill, windmill for the land Turn forever, hand in hand Take it all in on your stride It is ticking, falling down Love forever, love is free Let's turn forever, you and me Windmill, windmill for the land Is everybody in?  Don't stop, get it, get it, peep how your captain's in it (Sha-ba, sha-ba, sha-ba-da-ba, feel good) Steady, watch me navigate, ha-ha-ha-ha-ha! (Sha-ba, sha-ba, sha-ba-da-ba, feel good) Don't stop, get it, get it, peep how your captain's in it (Sha-ba, sha-ba, sha-ba-da-ba, feel good) Steady, watch me navigate, ha-ha-ha-ha-ha! (Sha-ba, sha-ba, sha-ba-da-ba, feel good) Sha-ba, sha-ba, sha-ba-da-ba, feel good (Haa-ha-ha!) Sha-ba, sha-ba, sha-ba-da-ba, feel good (Haa-ha-ha!) Sha-ba, sha-ba, sha-ba-da-ba, feel good (Haa-ha-ha-ha-ha!) Sha-ba, sha-ba, sha-ba-da-ba, feel good (Haa-ha-ha-ha-ha-ha!)"
hip-hop,Needed Me,Rihanna,"( Mustard on the beat, ho )  I was good on my own, that's the way it was That's the way it was You was good on the low for a faded fuck On some faded love Shit, what the fuck you complaining for? Feeling jaded, huh? Used to trip off that shit I was kickin' to you Had some fun on the run, though, I'll give it to you  But, baby, don't get it twisted You was just another nigga on the hit list Tryna fix your inner issues with a bad bitch Didn't they tell you that I was a savage? Fuck your white horse and a carriage Bet you never could imagine Never told you you could have it  You needed me Ooh, you needed me To feel a little more and give a little less Know you hate to confess But, baby, ooh, you needed me  You been rollin' around, shit, I'm rollin' up Light and roll it up Break it down like a pound, shit was never us Shit was never us That's the real, on the real, are you serious? How you feel? How you feel? Used to trip off that shit I was kickin' to you Had some fun on the run, though, I'll give it to you  But, baby, don't get it twisted (Don't get it) You was just another nigga on the hit list Tryna fix your inner issues with a bad bitch (Ooh) Didn't they tell you that I was a savage? Fuck your white horse and a carriage (Yeah) Bet you never could imagine Never told you you could have it  You needed me Ooh (Ooh), you needed me (You needed me) To feel a little more and give a little less (Oh, oh, yeah) Know you hate to confess (Yeah) But, baby, ooh, you needed me (Me)"
